交易日,当日收益率,累计收益率,无限制收益率,指数累计,控仓收益_5,控仓累计_5,仓位控制_20,控仓收益_20,控仓累计_20,控仓收益_30,控仓累计_30,控仓收益_60,控仓累计_60
2020-12-03,0.18,6.09,0.3,0.3700000000000009,0.18,0.36000000000000004,0,0.0,5.27,0.0,4.259999999999999,0.18,6.089999999999999
2020-12-04,0.18,6.27,0.3,-0.03999999999999909,0.0,0.36000000000000004,1,0.18,5.449999999999999,0.0,4.259999999999999,0.18,6.269999999999999
2020-12-07,-0.08,6.19,-0.08,0.1800000000000009,-0.0,0.36000000000000004,0,-0.0,5.449999999999999,-0.0,4.259999999999999,-0.08,6.189999999999999
2020-12-08,0.07,6.26,0.09,0.2400000000000009,0.0,0.36000000000000004,0,0.0,5.449999999999999,0.0,4.259999999999999,0.07,6.259999999999999
2020-12-09,0.9,7.16,1.5,0.1100000000000009,0.0,0.36000000000000004,1,0.9,6.35,0.0,4.259999999999999,0.9,7.159999999999999
2020-12-10,0.41,7.57,0.68,-0.1899999999999991,0.0,0.36000000000000004,1,0.41,6.76,0.0,4.259999999999999,0.41,7.569999999999999
2020-12-11,-0.12,7.45,-0.12,-0.06999999999999909,-0.0,0.36000000000000004,1,-0.12,6.64,-0.0,4.259999999999999,-0.12,7.449999999999999
2020-12-14,0.06,7.51,0.06,-1.3499999999999992,0.0,0.36000000000000004,1,0.06,6.699999999999999,0.0,4.259999999999999,0.0,7.449999999999999
2020-12-15,0.06,7.57,0.06,-1.3999999999999992,0.0,0.36000000000000004,1,0.06,6.759999999999999,0.0,4.259999999999999,0.0,7.449999999999999
2020-12-16,-0.91,6.66,-1.52,-2.169999999999999,-0.0,0.36000000000000004,1,-0.91,5.849999999999999,-0.0,4.259999999999999,-0.0,7.449999999999999
2020-12-17,0.04,6.7,0.04,-2.839999999999999,0.0,0.36000000000000004,1,0.04,5.889999999999999,0.0,4.259999999999999,0.0,7.449999999999999
2020-12-18,0.0,6.7,0.0,-2.299999999999999,0.0,0.36000000000000004,1,0.0,5.889999999999999,0.0,4.259999999999999,0.0,7.449999999999999
2020-12-21,-0.19,6.51,-0.19,-2.0599999999999987,-0.0,0.36000000000000004,0,-0.0,5.889999999999999,-0.0,4.259999999999999,-0.0,7.449999999999999
2020-12-22,-0.12,6.39,-0.12,-1.1799999999999988,-0.0,0.36000000000000004,0,-0.0,5.889999999999999,-0.0,4.259999999999999,-0.0,7.449999999999999
2020-12-23,0.3,6.69,0.3,-1.4199999999999988,0.0,0.36000000000000004,0,0.0,5.889999999999999,0.0,4.259999999999999,0.0,7.449999999999999
2020-12-24,-1.83,4.86,-1.83,-1.5399999999999987,-0.0,0.36000000000000004,0,-0.0,5.889999999999999,-0.0,4.259999999999999,-0.0,7.449999999999999
2020-12-25,1.2,6.06,1.5,-3.0599999999999987,0.0,0.36000000000000004,1,1.2,7.089999999999999,0.0,4.259999999999999,0.0,7.449999999999999
2020-12-28,-0.55,5.51,-0.55,-2.4799999999999986,-0.0,0.36000000000000004,1,-0.55,6.539999999999999,-0.0,4.259999999999999,-0.0,7.449999999999999
2020-12-29,0.37,5.88,0.37,-2.9899999999999984,0.0,0.36000000000000004,1,0.37,6.909999999999999,0.0,4.259999999999999,0.0,7.449999999999999
2020-12-30,1.5,7.38,1.5,-3.0399999999999983,0.0,0.36000000000000004,1,1.5,8.41,0.0,4.259999999999999,0.0,7.449999999999999
2020-12-31,-0.39,6.99,-0.39,-2.0799999999999983,-0.0,0.36000000000000004,0,-0.0,8.41,-0.0,4.259999999999999,-0.0,7.449999999999999
2021-01-04,0.0,6.99,0.0,-1.0699999999999983,0.0,0.36000000000000004,0,0.0,8.41,0.0,4.259999999999999,0.0,7.449999999999999
2021-01-05,0.0,6.99,0.0,0.5000000000000018,0.0,0.36000000000000004,0,0.0,8.41,0.0,4.259999999999999,0.0,7.449999999999999
2021-01-06,-0.37,6.62,-0.37,1.2100000000000017,-0.37,-0.009999999999999953,0,-0.0,8.41,-0.37,3.889999999999999,-0.37,7.079999999999999
2021-01-07,-0.66,5.96,-0.66,0.8600000000000018,-0.66,-0.6699999999999999,0,-0.0,8.41,-0.66,3.2299999999999986,-0.66,6.419999999999999
2021-01-08,0.06,6.02,0.06,-0.05999999999999828,0.06,-0.6099999999999999,1,0.06,8.47,0.06,3.2899999999999987,0.06,6.479999999999999
2021-01-11,-1.34,4.68,-1.34,-0.5799999999999983,-1.34,-1.95,1,-1.34,7.130000000000001,-1.34,1.9499999999999986,-0.0,6.479999999999999
2021-01-12,0.35,5.03,0.35,-1.1999999999999984,0.35,-1.6,1,0.35,7.48,0.0,1.9499999999999986,0.0,6.479999999999999
2021-01-13,-0.42,4.61,-0.42,-0.7999999999999984,-0.42,-2.02,1,-0.42,7.0600000000000005,-0.42,1.5299999999999987,-0.0,6.479999999999999
2021-01-14,-0.19,4.42,-0.19,-1.8499999999999983,-0.0,-2.02,1,-0.19,6.87,-0.0,1.5299999999999987,-0.0,6.479999999999999
2021-01-15,-0.22,4.2,-0.22,-1.5499999999999983,-0.0,-2.02,1,-0.22,6.65,-0.0,1.5299999999999987,-0.0,6.479999999999999
2021-01-18,0.19,4.39,0.19,-1.0299999999999983,0.19,-1.83,0,0.0,6.65,0.19,1.7199999999999986,0.0,6.479999999999999
2021-01-19,-0.39,4.0,-0.39,-0.11999999999999822,-0.39,-2.22,0,-0.0,6.65,-0.39,1.3299999999999987,-0.39,6.089999999999999
2021-01-20,0.24,4.24,0.24,-0.12999999999999823,0.24,-1.9800000000000002,0,0.0,6.65,0.24,1.5699999999999987,0.24,6.329999999999999
2021-01-21,0.02,4.26,0.03,0.050000000000001765,0.02,-1.9600000000000002,0,0.0,6.65,0.02,1.5899999999999987,0.02,6.349999999999999
2021-01-22,-0.07,4.19,-0.12,0.5200000000000018,-0.07,-2.0300000000000002,0,-0.0,6.65,-0.07,1.5199999999999987,-0.07,6.2799999999999985
2021-01-25,-1.03,3.16,-1.03,0.2500000000000018,-1.03,-3.0600000000000005,0,-0.0,6.65,-1.03,0.48999999999999866,-1.03,5.249999999999998
2021-01-26,-0.66,2.5,-0.66,-0.12999999999999823,-0.66,-3.7200000000000006,1,-0.66,5.99,-0.66,-0.17000000000000137,-0.66,4.589999999999998
2021-01-27,-0.01,2.49,-0.01,-1.0399999999999983,-0.0,-3.7200000000000006,1,-0.01,5.98,-0.01,-0.18000000000000138,-0.0,4.589999999999998
2021-01-28,-0.84,1.65,-0.84,-2.179999999999998,-0.0,-3.7200000000000006,1,-0.84,5.140000000000001,-0.0,-0.18000000000000138,-0.0,4.589999999999998
2021-01-29,0.6,2.25,0.6,-3.4399999999999977,0.0,-3.7200000000000006,1,0.6,5.74,0.0,-0.18000000000000138,0.0,4.589999999999998
2021-02-01,0.09,2.34,0.09,-5.579999999999998,0.0,-3.7200000000000006,1,0.09,5.83,0.0,-0.18000000000000138,0.0,4.589999999999998
2021-02-02,0.3,2.64,0.3,-5.369999999999998,0.0,-3.7200000000000006,1,0.3,6.13,0.0,-0.18000000000000138,0.0,4.589999999999998
2021-02-03,-0.19,2.45,-0.24,-5.1099999999999985,-0.0,-3.7200000000000006,1,-0.19,5.9399999999999995,-0.0,-0.18000000000000138,-0.0,4.589999999999998
2021-02-04,-0.42,2.03,-0.42,-5.8599999999999985,-0.0,-3.7200000000000006,1,-0.42,5.52,-0.0,-0.18000000000000138,-0.0,4.589999999999998
2021-02-05,0.78,2.81,0.78,-7.639999999999999,0.0,-3.7200000000000006,1,0.78,6.3,0.0,-0.18000000000000138,0.0,4.589999999999998
2021-02-08,1.1,3.91,1.1,-9.249999999999998,0.0,-3.7200000000000006,1,1.1,7.4,0.0,-0.18000000000000138,0.0,4.589999999999998
2021-02-09,0.41,4.32,0.41,-9.159999999999998,0.0,-3.7200000000000006,1,0.41,7.8100000000000005,0.0,-0.18000000000000138,0.0,4.589999999999998
2021-02-10,0.0,4.32,0.0,-7.299999999999998,0.0,-3.7200000000000006,0,0.0,7.8100000000000005,0.0,-0.18000000000000138,0.0,4.589999999999998
2021-02-18,0.78,5.1,0.78,-6.539999999999998,0.0,-3.7200000000000006,0,0.0,7.8100000000000005,0.0,-0.18000000000000138,0.0,4.589999999999998
2021-02-19,0.61,5.71,0.61,-5.169999999999998,0.0,-3.7200000000000006,0,0.0,7.8100000000000005,0.0,-0.18000000000000138,0.0,4.589999999999998
2021-02-22,0.6,6.31,0.6,-3.6599999999999984,0.6,-3.1200000000000006,0,0.0,7.8100000000000005,0.0,-0.18000000000000138,0.0,4.589999999999998
2021-02-23,0.09,6.4,0.09,-2.4399999999999986,0.09,-3.0300000000000007,0,0.0,7.8100000000000005,0.09,-0.09000000000000138,0.0,4.589999999999998
2021-02-24,-0.17,6.23,-0.17,-3.139999999999999,-0.17,-3.2000000000000006,0,-0.0,7.8100000000000005,-0.0,-0.09000000000000138,-0.0,4.589999999999998
2021-02-25,-0.26,5.97,-0.26,-3.909999999999999,-0.26,-3.460000000000001,1,-0.26,7.550000000000001,-0.0,-0.09000000000000138,-0.0,4.589999999999998
2021-02-26,-0.66,5.31,-0.66,-4.539999999999999,-0.0,-3.460000000000001,1,-0.66,6.890000000000001,-0.0,-0.09000000000000138,-0.0,4.589999999999998
2021-03-01,1.12,6.43,1.4,-4.789999999999999,0.0,-3.460000000000001,1,1.12,8.010000000000002,0.0,-0.09000000000000138,0.0,4.589999999999998
2021-03-02,-0.42,6.01,-0.42,-3.5699999999999994,-0.42,-3.880000000000001,0,-0.0,8.010000000000002,-0.0,-0.09000000000000138,-0.0,4.589999999999998
2021-03-03,1.5,7.51,1.5,-3.599999999999999,1.5,-2.380000000000001,0,0.0,8.010000000000002,0.0,-0.09000000000000138,0.0,4.589999999999998
2021-03-04,-0.37,7.14,-0.37,-2.6399999999999992,-0.37,-2.750000000000001,0,-0.0,8.010000000000002,-0.37,-0.4600000000000014,-0.0,4.589999999999998
2021-03-05,-0.24,6.9,-0.24,-3.349999999999999,-0.24,-2.990000000000001,0,-0.0,8.010000000000002,-0.24,-0.7000000000000014,-0.0,4.589999999999998
2021-03-08,0.78,7.68,0.78,-3.019999999999999,0.78,-2.210000000000001,0,0.0,8.010000000000002,0.78,0.07999999999999863,0.0,4.589999999999998
2021-03-09,0.06,7.74,0.06,-3.539999999999999,0.06,-2.150000000000001,1,0.06,8.070000000000002,0.06,0.13999999999999863,0.0,4.589999999999998
2021-03-10,-0.38,7.36,-0.63,-4.02,-0.38,-2.5300000000000007,1,-0.38,7.690000000000002,-0.0,0.13999999999999863,-0.0,4.589999999999998
2021-03-11,0.34,7.7,0.34,-3.0599999999999996,0.34,-2.190000000000001,0,0.0,7.690000000000002,0.34,0.47999999999999865,0.0,4.589999999999998
2021-03-12,0.59,8.29,0.59,-2.26,0.59,-1.600000000000001,0,0.0,7.690000000000002,0.59,1.0699999999999985,0.59,5.179999999999998
2021-03-15,-1.22,7.07,-1.22,-1.9499999999999997,-1.22,-2.820000000000001,0,-0.0,7.690000000000002,-1.22,-0.15000000000000147,-1.22,3.959999999999998
2021-03-16,-0.02,7.05,-0.03,-1.7099999999999997,-0.02,-2.840000000000001,0,-0.0,7.690000000000002,-0.02,-0.17000000000000146,-0.02,3.939999999999998
2021-03-17,0.92,7.97,0.92,-1.4099999999999997,0.92,-1.9200000000000013,0,0.0,7.690000000000002,0.92,0.7499999999999986,0.92,4.8599999999999985
2021-03-18,-0.28,7.69,-0.47,-1.1499999999999997,-0.28,-2.200000000000001,0,-0.0,7.690000000000002,-0.28,0.46999999999999853,-0.28,4.579999999999998
2021-03-19,-0.42,7.27,-0.42,-1.1999999999999997,-0.42,-2.620000000000001,0,-0.0,7.690000000000002,-0.42,0.049999999999998546,-0.42,4.159999999999998
2021-03-22,0.48,7.75,0.8,-1.4299999999999997,0.48,-2.140000000000001,1,0.48,8.170000000000002,0.48,0.5299999999999985,0.48,4.639999999999999
2021-03-23,0.01,7.76,0.01,-0.5299999999999997,0.01,-2.1300000000000012,0,0.0,8.170000000000002,0.01,0.5399999999999985,0.01,4.649999999999999
2021-03-24,1.13,8.89,1.13,-1.0799999999999996,1.13,-1.0000000000000013,1,1.13,9.3,1.13,1.6699999999999984,1.13,5.7799999999999985
2021-03-25,-0.04,8.85,-0.04,-2.1199999999999997,-0.04,-1.0400000000000014,1,-0.04,9.260000000000002,-0.04,1.6299999999999983,-0.04,5.739999999999998
2021-03-26,0.79,9.64,0.79,-2.4299999999999997,0.0,-1.0400000000000014,1,0.79,10.05,0.79,2.419999999999998,0.79,6.5299999999999985
2021-03-29,0.3,9.94,0.3,-1.7199999999999998,0.3,-0.7400000000000013,1,0.3,10.350000000000001,0.3,2.719999999999998,0.3,6.829999999999998
2021-03-30,0.48,10.42,0.6,-1.3799999999999997,0.48,-0.26000000000000134,0,0.0,10.350000000000001,0.48,3.199999999999998,0.48,7.309999999999999
2021-03-31,-0.84,9.58,-0.84,-1.6699999999999997,-0.84,-1.1000000000000014,0,-0.0,10.350000000000001,-0.84,2.359999999999998,-0.84,6.469999999999999
2021-04-01,0.02,9.6,0.04,-1.8699999999999997,0.02,-1.0800000000000014,1,0.02,10.370000000000001,0.02,2.379999999999998,0.02,6.489999999999998
2021-04-02,0.77,10.37,1.28,-1.7399999999999998,0.77,-0.3100000000000014,1,0.77,11.14,0.77,3.149999999999998,0.77,7.259999999999998
2021-04-06,0.17,10.54,0.29,-1.6299999999999997,0.17,-0.14000000000000137,0,0.0,11.14,0.17,3.319999999999998,0.17,7.429999999999998
2021-04-07,0.0,10.54,0.0,-1.2699999999999996,0.0,-0.14000000000000137,0,0.0,11.14,0.0,3.319999999999998,0.0,7.429999999999998
2021-04-08,-0.42,10.12,-0.42,-1.1899999999999995,-0.42,-0.5600000000000014,0,-0.0,11.14,-0.42,2.899999999999998,-0.42,7.009999999999998
2021-04-09,0.6,10.72,0.6,-1.0499999999999994,0.6,0.03999999999999859,0,0.0,11.14,0.6,3.4999999999999982,0.6,7.609999999999998
2021-04-12,-0.72,10.0,-1.2,-1.0299999999999994,-0.72,-0.6800000000000014,0,-0.0,11.14,-0.72,2.7799999999999985,-0.72,6.889999999999998
2021-04-13,-0.24,9.76,-0.3,-1.8199999999999994,-0.0,-0.6800000000000014,1,-0.24,10.9,-0.24,2.5399999999999983,-0.24,6.649999999999998
2021-04-14,0.44,10.2,0.44,-1.9299999999999995,0.0,-0.6800000000000014,1,0.44,11.34,0.44,2.979999999999998,0.44,7.089999999999998
2021-04-15,-0.67,9.53,-0.67,-1.4999999999999996,-0.67,-1.3500000000000014,1,-0.67,10.67,-0.67,2.3099999999999983,-0.67,6.419999999999998
2021-04-16,0.6,10.13,0.6,-1.7999999999999996,0.0,-1.3500000000000014,1,0.6,11.27,0.6,2.9099999999999984,0.6,7.019999999999998
2021-04-19,0.0,10.13,0.0,-1.2599999999999996,0.0,-1.3500000000000014,0,0.0,11.27,0.0,2.9099999999999984,0.0,7.019999999999998
2021-04-20,0.0,10.13,0.0,0.0700000000000005,0.0,-1.3500000000000014,0,0.0,11.27,0.0,2.9099999999999984,0.0,7.019999999999998
2021-04-21,0.0,10.13,0.0,0.3200000000000005,0.0,-1.3500000000000014,0,0.0,11.27,0.0,2.9099999999999984,0.0,7.019999999999998
2021-04-22,0.0,10.13,0.0,0.1400000000000005,0.0,-1.3500000000000014,0,0.0,11.27,0.0,2.9099999999999984,0.0,7.019999999999998
2021-04-23,-0.42,9.71,-0.42,0.2900000000000005,-0.42,-1.7700000000000014,0,-0.0,11.27,-0.42,2.4899999999999984,-0.42,6.599999999999998
2021-04-26,0.0,9.71,0.0,0.11000000000000049,0.0,-1.7700000000000014,1,0.0,11.27,0.0,2.4899999999999984,0.0,6.599999999999998
2021-04-27,-0.42,9.29,-0.42,0.04000000000000048,-0.42,-2.1900000000000013,1,-0.42,10.85,-0.42,2.0699999999999985,-0.42,6.179999999999998
2021-04-28,0.09,9.38,0.09,-0.1699999999999995,0.09,-2.1000000000000014,1,0.09,10.94,0.09,2.1599999999999984,0.09,6.269999999999998
2021-04-29,0.0,9.38,0.0,0.0900000000000005,0.0,-2.1000000000000014,0,0.0,10.94,0.0,2.1599999999999984,0.0,6.269999999999998
2021-04-30,0.0,9.38,0.0,0.2200000000000005,0.0,-2.1000000000000014,0,0.0,10.94,0.0,2.1599999999999984,0.0,6.269999999999998
2021-05-06,0.18,9.56,0.3,0.1000000000000005,0.18,-1.9200000000000015,0,0.0,10.94,0.18,2.3399999999999985,0.18,6.4499999999999975
2021-05-07,-0.03,9.53,-0.03,0.7500000000000006,-0.03,-1.9500000000000015,0,-0.0,10.94,-0.03,2.3099999999999987,-0.03,6.419999999999997
2021-05-10,0.0,9.53,0.0,0.8200000000000005,0.0,-1.9500000000000015,0,0.0,10.94,0.0,2.3099999999999987,0.0,6.419999999999997
2021-05-11,0.0,9.53,0.0,2.3200000000000003,0.0,-1.9500000000000015,0,0.0,10.94,0.0,2.3099999999999987,0.0,6.419999999999997
2021-05-12,0.0,9.53,0.0,2.9200000000000004,0.0,-1.9500000000000015,0,0.0,10.94,0.0,2.3099999999999987,0.0,6.419999999999997
2021-05-13,0.22,9.75,0.37,3.1000000000000005,0.22,-1.7300000000000015,0,0.0,10.94,0.22,2.529999999999999,0.22,6.639999999999997
2021-05-14,-0.03,9.72,-0.03,2.7700000000000005,-0.03,-1.7600000000000016,0,-0.0,10.94,-0.03,2.499999999999999,-0.03,6.609999999999997
2021-05-17,0.0,9.72,0.0,3.1500000000000004,0.0,-1.7600000000000016,0,0.0,10.94,0.0,2.499999999999999,0.0,6.609999999999997
2021-05-18,1.22,10.94,1.22,2.8300000000000005,1.22,-0.5400000000000016,1,1.22,12.16,1.22,3.719999999999999,1.22,7.8299999999999965
2021-05-19,0.0,10.94,0.0,3.3100000000000005,0.0,-0.5400000000000016,0,0.0,12.16,0.0,3.719999999999999,0.0,7.8299999999999965
2021-05-20,0.0,10.94,0.0,3.4800000000000004,0.0,-0.5400000000000016,0,0.0,12.16,0.0,3.719999999999999,0.0,7.8299999999999965
2021-05-21,0.4,11.34,0.4,3.1900000000000004,0.4,-0.14000000000000157,1,0.4,12.56,0.4,4.119999999999999,0.4,8.229999999999997
2021-05-24,0.13,11.47,0.13,3.45,0.13,-0.010000000000001563,0,0.0,12.56,0.13,4.249999999999999,0.13,8.359999999999998
2021-05-25,0.21,11.68,0.21,3.89,0.21,0.19999999999999843,0,0.0,12.56,0.21,4.459999999999999,0.21,8.569999999999999
2021-05-26,0.0,11.68,0.0,4.22,0.0,0.19999999999999843,0,0.0,12.56,0.0,4.459999999999999,0.0,8.569999999999999
2021-05-27,0.0,11.68,0.0,4.6899999999999995,0.0,0.19999999999999843,0,0.0,12.56,0.0,4.459999999999999,0.0,8.569999999999999
2021-05-28,0.0,11.68,0.0,5.1899999999999995,0.0,0.19999999999999843,0,0.0,12.56,0.0,4.459999999999999,0.0,8.569999999999999
2021-05-31,-0.09,11.59,-0.09,5.069999999999999,-0.09,0.10999999999999843,0,-0.0,12.56,-0.09,4.369999999999999,-0.09,8.479999999999999
2021-06-01,-0.42,11.17,-0.42,5.629999999999999,-0.42,-0.31000000000000155,0,-0.0,12.56,-0.42,3.9499999999999993,-0.42,8.059999999999999
2021-06-02,0.0,11.17,0.0,5.799999999999999,0.0,-0.31000000000000155,0,0.0,12.56,0.0,3.9499999999999993,0.0,8.059999999999999
2021-06-03,-0.42,10.75,-0.42,5.479999999999999,-0.42,-0.7300000000000015,0,-0.0,12.56,-0.42,3.5299999999999994,-0.42,7.639999999999999
2021-06-04,0.26,11.01,0.26,5.559999999999999,0.26,-0.4700000000000015,0,0.0,12.56,0.26,3.789999999999999,0.26,7.899999999999999
2021-06-07,0.3,11.31,0.3,5.599999999999999,0.3,-0.17000000000000154,1,0.3,12.860000000000001,0.3,4.089999999999999,0.3,8.2
2021-06-08,0.0,11.31,0.0,5.689999999999999,0.0,-0.17000000000000154,0,0.0,12.860000000000001,0.0,4.089999999999999,0.0,8.2
2021-06-09,0.0,11.31,0.0,5.539999999999998,0.0,-0.17000000000000154,1,0.0,12.860000000000001,0.0,4.089999999999999,0.0,8.2
2021-06-10,0.3,11.61,0.3,5.5299999999999985,0.3,0.12999999999999845,1,0.3,13.160000000000002,0.3,4.389999999999999,0.3,8.5
2021-06-11,0.0,11.61,0.0,6.019999999999999,0.0,0.12999999999999845,0,0.0,13.160000000000002,0.0,4.389999999999999,0.0,8.5
2021-06-15,0.06,11.67,0.06,5.959999999999999,0.06,0.18999999999999845,0,0.0,13.160000000000002,0.06,4.449999999999998,0.06,8.56
2021-06-16,-0.12,11.55,-0.12,5.239999999999999,-0.12,0.06999999999999845,1,-0.12,13.040000000000003,-0.12,4.329999999999998,-0.12,8.440000000000001
2021-06-17,0.6,12.15,0.6,4.09,0.0,0.06999999999999845,1,0.6,13.640000000000002,0.6,4.929999999999998,0.6,9.040000000000001
2021-06-18,0.0,12.15,0.0,4.01,0.0,0.06999999999999845,1,0.0,13.640000000000002,0.0,4.929999999999998,0.0,9.040000000000001
2021-06-21,0.3,12.45,0.3,4.45,0.0,0.06999999999999845,1,0.3,13.940000000000003,0.3,5.229999999999998,0.3,9.340000000000002
2021-06-22,0.0,12.45,0.0,5.26,0.0,0.06999999999999845,0,0.0,13.940000000000003,0.0,5.229999999999998,0.0,9.340000000000002
2021-06-23,0.0,12.45,0.0,6.0,0.0,0.06999999999999845,0,0.0,13.940000000000003,0.0,5.229999999999998,0.0,9.340000000000002
2021-06-24,0.0,12.45,0.0,6.7,0.0,0.06999999999999845,0,0.0,13.940000000000003,0.0,5.229999999999998,0.0,9.340000000000002
2021-06-25,0.6,13.05,0.6,6.86,0.6,0.6699999999999984,0,0.0,13.940000000000003,0.6,5.829999999999997,0.6,9.940000000000001
2021-06-28,0.6,13.65,0.6,7.11,0.6,1.2699999999999982,0,0.0,13.940000000000003,0.6,6.429999999999997,0.6,10.540000000000001
2021-06-29,0.0,13.65,0.0,7.630000000000001,0.0,1.2699999999999982,0,0.0,13.940000000000003,0.0,6.429999999999997,0.0,10.540000000000001
2021-06-30,0.3,13.95,0.3,7.180000000000001,0.3,1.5699999999999983,0,0.0,13.940000000000003,0.3,6.729999999999997,0.3,10.840000000000002
2021-07-01,0.0,13.95,0.0,7.300000000000001,0.0,1.5699999999999983,0,0.0,13.940000000000003,0.0,6.729999999999997,0.0,10.840000000000002
2021-07-02,-0.3,13.65,-0.37,6.880000000000001,-0.3,1.2699999999999982,1,-0.3,13.640000000000002,-0.3,6.429999999999997,-0.3,10.540000000000001
2021-07-05,0.0,13.65,0.0,6.530000000000001,0.0,1.2699999999999982,1,0.0,13.640000000000002,0.0,6.429999999999997,0.0,10.540000000000001
2021-07-06,0.0,13.65,0.0,7.1400000000000015,0.0,1.2699999999999982,0,0.0,13.640000000000002,0.0,6.429999999999997,0.0,10.540000000000001
2021-07-07,0.0,13.65,0.0,7.210000000000002,0.0,1.2699999999999982,0,0.0,13.640000000000002,0.0,6.429999999999997,0.0,10.540000000000001
2021-07-08,0.3,13.95,0.3,8.280000000000001,0.3,1.5699999999999983,0,0.0,13.640000000000002,0.3,6.729999999999997,0.3,10.840000000000002
2021-07-09,0.3,14.25,0.3,8.660000000000002,0.3,1.8699999999999983,0,0.0,13.640000000000002,0.3,7.029999999999997,0.3,11.140000000000002
2021-07-12,0.0,14.25,0.0,9.270000000000001,0.0,1.8699999999999983,0,0.0,13.640000000000002,0.0,7.029999999999997,0.0,11.140000000000002
